,Name,ID,Position,Salary,Status,TeamAbbrev,Time,projections,std,min_exp,max_exp
17,Gary Harris,15432403,SG,7600,Recent,DEN,2020-09-19T01:00:00.0000000Z,34.53700199201032,10.96781384616569,0,0.4
18,Danny Green,15432443,SG/SF,7200,Breaking,LAL,2020-09-19T01:00:00.0000000Z,28.812243404773387,14.101184802569431,0,0.4
19,Kyle Kuzma,15432404,SF/PF,7000,None,LAL,2020-09-19T01:00:00.0000000Z,31.358347059806167,11.037428631771032,0,0.4
20,Markieff Morris,15432444,PF/C,6600,None,LAL,2020-09-19T01:00:00.0000000Z,40.42674499959105,8.259781355175917,0,0.4
21,Jerami Grant,15432405,SF/PF,6400,None,DEN,2020-09-19T01:00:00.0000000Z,30.806843743098966,14.723963463296363,0,0.4
22,Alex Caruso,15432445,PG/SG,6000,Breaking,LAL,2020-09-19T01:00:00.0000000Z,23.33194904959685,12.95958013028591,0,0.4
23,Paul Millsap,15432406,PF/C,5800,Breaking,DEN,2020-09-19T01:00:00.0000000Z,27.981498784628652,12.086589053148492,0,0.4
24,Rajon Rondo,15432407,PG,5400,Recent,LAL,2020-09-19T01:00:00.0000000Z,37.824321228903194,13.63887359362274,0,0.4
25,Dwight Howard,15432446,C,5100,Recent,LAL,2020-09-19T01:00:00.0000000Z,30.196831118959146,9.211164206472228,0,0.4
26,Danny Green,15432408,SG/SF,4800,Breaking,LAL,2020-09-19T01:00:00.0000000Z,30.349745327808993,6.977036701469832,0,0.4
27,Kentavious Caldwell-Pope,15432447,SG/SF,4500,None,LAL,2020-09-19T01:00:00.0000000Z,19.17597769022193,6.861723153029566,0,0.4
28,Markieff Morris,15432409,PF/C,4400,None,LAL,2020-09-19T01:00:00.0000000Z,26.59474743955459,11.859439059317014,0,0.4
29,Monte Morris,15432448,PG,4200,None,DEN,2020-09-19T01:00:00.0000000Z,19.493513139421452,10.194593665171935,0,0.4
30,Alex Caruso,15432410,PG/SG,4000,Breaking,LAL,2020-09-19T01:00:00.0000000Z,19.96778003792995,8.700411360811891,0,0.4
31,Torrey Craig,15432449,SG/SF,3600,Breaking,DEN,2020-09-19T01:00:00.0000000Z,19.922185949275814,6.87801086869918,0,0.4
32,Dwight Howard,15432411,C,3400,Recent,LAL,2020-09-19T01:00:00.0000000Z,16.580619877291515,7.6169082462874345,0,0.4
33,Kentavious Caldwell-Pope,15432412,SG/SF,3000,None,LAL,2020-09-19T01:00:00.0000000Z,18.20238989941595,5.538907953401477,0,0.4
34,JaVale McGee,15432450,C,3000,Recent,LAL,2020-09-19T01:00:00.0000000Z,13.148795179188308,7.520399707218245,0,0.4
35,Monte Morris,15432413,PG,2800,None,DEN,2020-09-19T01:00:00.0000000Z,16.39936079919603,4.529505688637958,0,0.4
36,Mason Plumlee,15432451,C,2700,None,DEN,2020-09-19T01:00:00.0000000Z,8.87943719749926,6.5456409663962205,0,0.4
37,Torrey Craig,15432414,SG/SF,2400,Breaking,DEN,2020-09-19T01:00:00.0000000Z,9.559766340157667,3.8780071570394368,0,0.4
38,Talen Horton-Tucker,15432452,SG,2400,None,LAL,2020-09-19T01:00:00.0000000Z,10.21056398172529,4.445381993808068,0,0.4
39,Devontae Cacok,15432453,PF,2100,None,LAL,2020-09-19T01:00:00.0000000Z,8.825176275678965,3.8592504540477295,0,0.4
40,JaVale McGee,15432415,C,2000,Recent,LAL,2020-09-19T01:00:00.0000000Z,8.56300297481959,5.160040048753708,0,0.4
41,Mason Plumlee,15432416,C,1800,None,DEN,2020-09-19T01:00:00.0000000Z,10.269465451646116,3.701280558482791,0,0.4
42,Talen Horton-Tucker,15432417,SG,1600,None,LAL,2020-09-19T01:00:00.0000000Z,10.250355370379792,2.3574489204203175,0,0.4
43,J.R. Smith,15432454,SG/SF,1500,None,LAL,2020-09-19T01:00:00.0000000Z,6.998545618455405,2.4374058013459057,0,0.4
44,Bol Bol,15432455,PF/C,1500,None,DEN,2020-09-19T01:00:00.0000000Z,7.65825624884437,2.82492528673531,0,0.4
45,Vlatko Cancar,15432456,SF,1500,Breaking,DEN,2020-09-19T01:00:00.0000000Z,8.857179087258222,3.901554239012462,0,0.4
46,Dion Waiters,15432457,SG/SF,1500,Recent,LAL,2020-09-19T01:00:00.0000000Z,6.681671570683229,2.1563372179228018,0,0.4
47,PJ Dozier,15432458,PG/SG,1500,None,DEN,2020-09-19T01:00:00.0000000Z,6.590926717268522,2.71796153777493,0,0.4
48,Keita Bates-Diop,15432459,SF/PF,1500,None,DEN,2020-09-19T01:00:00.0000000Z,7.013796343513946,3.7526875091339607,0,0.4
49,Kostas Antetokounmpo,15432460,PF,1500,None,LAL,2020-09-19T01:00:00.0000000Z,7.054183503162259,2.5512301476070447,0,0.4
50,Tyler Cook,15432461,C,1500,None,DEN,2020-09-19T01:00:00.0000000Z,7.049236744665992,3.4480347985266455,0,0.4
51,Avery Bradley,15432462,PG,1500,None,LAL,2020-09-19T01:00:00.0000000Z,10.382849670877011,1.954888773669991,0,0.4
52,Troy Daniels,15432463,SG,1500,None,DEN,2020-09-19T01:00:00.0000000Z,5.991931478606103,3.7131960810208744,0,0.4
53,Quinn Cook,15432464,PG,1500,None,LAL,2020-09-19T01:00:00.0000000Z,5.490553842649873,1.8181560576478044,0,0.4
54,Jared Dudley,15432465,PF,1500,None,LAL,2020-09-19T01:00:00.0000000Z,7.891824758384146,3.1033171694147317,0,0.4
55,Noah Vonleh,15432466,C,1500,None,DEN,2020-09-19T01:00:00.0000000Z,7.256770880173293,3.6802061132351125,0,0.4
56,Devontae Cacok,15432418,PF,1400,None,LAL,2020-09-19T01:00:00.0000000Z,8.315601464808012,2.9976448091850183,0,0.4
57,J.R. Smith,15432419,SG/SF,1000,None,LAL,2020-09-19T01:00:00.0000000Z,4.652306556517425,2.4839415457945035,0,0.4
58,Bol Bol,15432420,PF/C,1000,None,DEN,2020-09-19T01:00:00.0000000Z,4.974321988624566,1.8681824618456118,0,0.4
59,Vlatko Cancar,15432421,SF,1000,Breaking,DEN,2020-09-19T01:00:00.0000000Z,4.44459310000614,2.2259633568212513,0,0.4
60,Dion Waiters,15432422,SG/SF,1000,Recent,LAL,2020-09-19T01:00:00.0000000Z,5.591049249419386,2.1944449085492606,0,0.4
61,PJ Dozier,15432423,PG/SG,1000,None,DEN,2020-09-19T01:00:00.0000000Z,4.01894731223356,2.5156335920034785,0,0.4
62,Keita Bates-Diop,15432424,SF/PF,1000,None,DEN,2020-09-19T01:00:00.0000000Z,3.5594355709389864,2.1471757570180605,0,0.4
63,Kostas Antetokounmpo,15432425,PF,1000,None,LAL,2020-09-19T01:00:00.0000000Z,3.9554414265561944,1.5710754662045225,0,0.4
64,Tyler Cook,15432426,C,1000,None,DEN,2020-09-19T01:00:00.0000000Z,4.236667723986129,2.135717411665434,0,0.4
65,Avery Bradley,15432427,PG,1000,None,LAL,2020-09-19T01:00:00.0000000Z,5.754372457039667,2.844128512028152,0,0.4
66,Troy Daniels,15432428,SG,1000,None,DEN,2020-09-19T01:00:00.0000000Z,4.995945014221409,1.8341116877610166,0,0.4
67,Quinn Cook,15432429,PG,1000,None,LAL,2020-09-19T01:00:00.0000000Z,5.361482346371204,2.3825472676862716,0,0.4
68,Jared Dudley,15432430,PF,1000,None,LAL,2020-09-19T01:00:00.0000000Z,4.439659314481595,2.6398394178552724,0,0.4
69,Noah Vonleh,15432431,C,1000,None,DEN,2020-09-19T01:00:00.0000000Z,5.8934606825497164,3.1495404310062423,0,0.4
