,Name,ID,Position,Salary,Status,TeamAbbrev,Time,projections,std,min_exp,max_exp
45,Derrick Jones Jr.,15581007,SF/PF,1500,None,MIA,2020-10-10T01:00:00.0000000Z,5.83772032899277,4.114552524438832,0,0.4
46,J.R. Smith,15581008,SG/SF,1500,None,LAL,2020-10-10T01:00:00.0000000Z,8.344718615349853,3.2087458203939883,0,0.4
47,Jared Dudley,15581009,PF,1500,None,LAL,2020-10-10T01:00:00.0000000Z,5.8397332533796185,3.6876078694607726,0,0.4
48,Kostas Antetokounmpo,15581010,PF,1500,None,LAL,2020-10-10T01:00:00.0000000Z,6.8551521593187035,2.8855318326974717,0,0.4
49,Dion Waiters,15581011,SG/SF,1500,Breaking,LAL,2020-10-10T01:00:00.0000000Z,8.91827395747935,2.97532354346371,0,0.4
50,Quinn Cook,15581012,PG,1500,None,LAL,2020-10-10T01:00:00.0000000Z,8.481755820125123,2.278846649282424,0,0.4
51,Kyle Alexander,15581013,C,1500,None,MIA,2020-10-10T01:00:00.0000000Z,6.254836894570284,2.7075324826500777,0,0.4
52,Avery Bradley,15581014,PG,1500,None,LAL,2020-10-10T01:00:00.0000000Z,7.66182099828395,2.8444951908649623,0,0.4
53,KZ Okpala,15581015,SF,1500,None,MIA,2020-10-10T01:00:00.0000000Z,9.299972787377307,3.660475928298144,0,0.4
54,Solomon Hill,15580965,SF/PF,1400,None,MIA,2020-10-10T01:00:00.0000000Z,7.849026006385686,1.4153648588135106,0,0.4
55,JaVale McGee,15580966,C,1200,None,LAL,2020-10-10T01:00:00.0000000Z,5.764490456502365,2.140380302180379,0,0.4
56,Chris Silva,15580967,C,1000,Recent,MIA,2020-10-10T01:00:00.0000000Z,5.077002243275708,2.05951741447613,0,0.4
57,Udonis Haslem,15580968,C,1000,None,MIA,2020-10-10T01:00:00.0000000Z,4.920208448857057,1.767882001377897,0,0.4
58,Talen Horton-Tucker,15580969,SG,1000,None,LAL,2020-10-10T01:00:00.0000000Z,5.245031330367183,2.5743188786955935,0,0.4
59,Devontae Cacok,15580970,PF,1000,None,LAL,2020-10-10T01:00:00.0000000Z,5.019312062901243,1.262355421420081,0,0.4
60,Gabe Vincent,15580971,PG,1000,None,MIA,2020-10-10T01:00:00.0000000Z,4.942744451554463,2.3278198947765505,0,0.4
61,Derrick Jones Jr.,15580972,SF/PF,1000,None,MIA,2020-10-10T01:00:00.0000000Z,5.07663747124358,1.3814429849417689,0,0.4
62,J.R. Smith,15580973,SG/SF,1000,None,LAL,2020-10-10T01:00:00.0000000Z,3.577230457184596,1.3951611417551293,0,0.4
63,Jared Dudley,15580974,PF,1000,None,LAL,2020-10-10T01:00:00.0000000Z,3.6196919103693213,0.9472790370388355,0,0.4
64,Kostas Antetokounmpo,15580975,PF,1000,None,LAL,2020-10-10T01:00:00.0000000Z,5.8674948714007185,1.6630591960491623,0,0.4
65,Dion Waiters,15580976,SG/SF,1000,Breaking,LAL,2020-10-10T01:00:00.0000000Z,1.9707002845667798,2.253133418222367,0,0.4
66,Quinn Cook,15580977,PG,1000,None,LAL,2020-10-10T01:00:00.0000000Z,5.666160359150994,2.490163458131366,0,0.4
67,Kyle Alexander,15580978,C,1000,None,MIA,2020-10-10T01:00:00.0000000Z,3.870371187767623,2.63555430833565,0,0.4
68,Avery Bradley,15580979,PG,1000,None,LAL,2020-10-10T01:00:00.0000000Z,3.6385906896937286,1.6766828060182115,0,0.4
69,KZ Okpala,15580980,SF,1000,None,MIA,2020-10-10T01:00:00.0000000Z,4.872885801574343,2.151912991376768,0,0.4
